연번,시설번호,수리형식,시도명,시군구명,시군구코드,도로명주소,지번주소,위도,경도,상세위치,안전센터명,보호틀유무,사용가능여부,설치연도,배관깊이,출수압력,배관지름,관할소방서명,소방서전화번호,표지설치여부,설치주체,적색노면표시,비고
3097,제천-의림지-지상-69,지상식,충청북도,제천시,43150,충청북도 제천시 하소로 74 (하소동),충청북도 제천시 하소동 56-1,37.14284511,128.1990211,,의림지119안전센터,N,Y,2007,1.3,2.5,100,제천소방서,043-641-7202,,,,
3098,제천-의림지-지상-70,지상식,충청북도,제천시,43150,충청북도 제천시 대학로11길 20-8 (신월동),충청북도 제천시 신월동 1352-1,37.16887711,128.1932551,,의림지119안전센터,Y,Y,2007,1.5,2.5,100,제천소방서,043-641-7202,,,,
3099,제천-의림지-지상-71,지상식,충청북도,제천시,43150,충청북도 제천시 대학로 13길 15(신월동),충청북도 제천시 신월동 1291,37.16988911,128.1929511,,의림지119안전센터,Y,Y,2007,1.0,2.5,100,제천소방서,043-641-7202,,,,
3100,제천-의림지-지상-72,지상식,충청북도,제천시,43150,충청북도 제천시 대학로15길 22 (신월동),충청북도 제천시 신월동 1285,37.17068211,128.1925051,,의림지119안전센터,N,Y,2007,1.0,2.5,100,제천소방서,043-641-7202,,,,
3101,제천-의림지-지상-73,지상식,충청북도,제천시,43150,충청북도 제천시 대학로 15길 12-2,충청북도 제천시 신월동 1243,37.17135711,128.1934111,,의림지119안전센터,N,Y,2007,1.0,2.5,100,제천소방서,043-641-7202,,,,
3102,제천-의림지-지상-74,지상식,충청북도,제천시,43150,충청북도 제천시 대학로13안길 4 (신월동),충청북도 제천시 신월동 1306,37.16997511,128.1938461,,의림지119안전센터,Y,Y,2007,1.0,2.5,100,제천소방서,043-641-7202,,,,
3103,제천-의림지-지상-75,지상식,충청북도,제천시,43150,충청북도 제천시 용두대로5길 29 (하소동),충청북도 제천시 하소동 207-1,37.13322211,128.1957791,,의림지119안전센터,Y,Y,2008,1.5,2.5,100,제천소방서,043-641-7202,,,,
3104,제천-의림지-지상-76,지상식,충청북도,제천시,43150,충청북도 제천시 용두대로7길 25 (하소동 제천 그린코아루 아파트),충청북도 제천시 하소동 198,37.13452361,128.1961534,,의림지119안전센터,N,Y,2008,1.5,2.5,100,제천소방서,043-641-7202,,,,
3105,제천-의림지-지상-77,지상식,충청북도,제천시,43150,충청북도 제천시 용두대로23길 26 (하소동),충청북도 제천시 하소동 348,37.14561311,128.1967961,,의림지119안전센터,N,Y,2008,1.5,2.5,100,제천소방서,043-641-7202,,,,
3106,제천-의림지-지상-78,지상식,충청북도,제천시,43150,충청북도 제천시 청전대로15길 62 (청전동),충청북도 제천시 청전동 581-1,37.15684511,128.2130941,,의림지119안전센터,Y,Y,1996,1.0,2.5,200,제천소방서,043-641-7202,,,,
3107,제천-의림지-지상-79,지상식,충청북도,제천시,43150,충청북도 제천시 의림대로 40길 24 (청전동),충청북도 제천시 청전동 585-9,37.15608611,128.2153531,,의림지119안전센터,Y,Y,1995,1.2,2.5,100,제천소방서,043-641-7202,,,,
3108,제천-의림지-지상-80,지상식,충청북도,제천시,43150,충청북도 제천시 고암로70,충청북도 제천시 청전동 589,37.157951,128.214879,,의림지119안전센터,Y,Y,2001,1.0,2.6,100,제천소방서,043-641-7202,,,,
3109,제천-의림지-지상-81,지상식,충청북도,제천시,43150,충청북도 제천시 용두천로 394 (고암동 홍인아파트),충청북도 제천시 고암동 1169-7,37.15993311,128.2162981,,의림지119안전센터,Y,Y,1997,1.0,3.5,200,제천소방서,043-641-7202,,,,
3110,제천-의림지-지상-82,지상식,충청북도,제천시,43150,충청북도 제천시 청전대로 157 (청전동),충청북도 제천시 청전동 611,37.15185311,128.2146931,,의림지119안전센터,Y,Y,1997,1.0,3,150,제천소방서,043-641-7202,,,,
3111,제천-의림지-지상-83,지상식,충청북도,제천시,43150,충청북도 제천시 학사촌길 17 (신월동),충청북도 제천시 신월동 512-18,37.17133511,128.1962451,,의림지119안전센터,Y,Y,2000,1.0,2.5,300,제천소방서,043-641-7202,,,,
3112,제천-의림지-지상-84,지상식,충청북도,제천시,43150,충청북도 제천시 의림대로 226 (청전동),충청북도 제천시 청전동 125-12,37.14759611,128.2146171,,의림지119안전센터,Y,Y,1995,1.2,2.5,200,제천소방서,043-641-7202,,,,
3113,제천-의림지-지상-85,지상식,충청북도,제천시,43150,충청북도 제천시 내제로31길 19-1 (청전동),충청북도 제천시 청전동 108-4,37.14818311,128.2151521,,의림지119안전센터,N,Y,1998,1.2,2.5,100,제천소방서,043-641-7202,,,,
3114,제천-의림지-지상-86,지상식,충청북도,제천시,43150,충청북도 제천시 의림대로28길 8 (청전동),충청북도 제천시 청전동 138-6,37.14578611,128.2147211,,의림지119안전센터,Y,Y,2000,1.0,2.5,200,제천소방서,043-641-7202,,,,
3115,제천-의림지-지상-87,지상식,충청북도,제천시,43150,충청북도 제천시 칠성로 79 (중앙로2가),충청북도 제천시 중앙로2가 69-20,37.14301111,128.2138111,,의림지119안전센터,Y,Y,1992,1.0,3.5,150,제천소방서,043-641-7202,,,,
3116,제천-의림지-지상-88,지상식,충청북도,제천시,43150,충청북도 제천시 의림대로 158 (중앙로2가),충청북도 제천시 중앙로2가 74-9,37.141473,128.212549,,의림지119안전센터,Y,Y,1993,1.2,3.6,80,제천소방서,043-641-7202,,,,
3117,제천-의림지-지상-89,지상식,충청북도,제천시,43150,충청북도 제천시 명륜로17길 21(모텔Y ),충청북도 제천시 중앙로2가 75-26,37.14233111,128.2140111,,의림지119안전센터,Y,Y,2002,1.0,3,150,제천소방서,043-641-7202,,,,
3118,제천-의림지-지상-90,지상식,충청북도,제천시,43150,충청북도 제천시 용두천로 298 (장락동),충청북도 제천시 장락동 730,37.15157811,128.2178891,,의림지119안전센터,Y,Y,1992,1.0,2.5,200,제천소방서,043-641-7202,,,,
3119,제천-의림지-지상-91,지상식,충청북도,제천시,43150,충청북도 제천시 용두천로34길 1 (장락동),충청북도 제천시 장락동 771,37.15063411,128.2186781,,의림지119안전센터,Y,Y,2000,1.2,2.5,150,제천소방서,043-641-7202,,,,
3120,제천-의림지-지상-92,지상식,충청북도,제천시,43150,충청북도 제천시 용두천로 268 (장락동),충청북도 제천시 장락동 866,37.14987711,128.2199521,,의림지119안전센터,Y,Y,1991,1.2,2.5,150,제천소방서,043-641-7202,,,,
3121,제천-의림지-지상-93,지상식,충청북도,제천시,43150,충청북도 제천시 용두천로 32길 35 (장락동 부강타운),충청북도 제천시 장락동 851,37.15000811,128.2236171,,의림지119안전센터,Y,Y,1993,1.5,2.5,200,제천소방서,043-641-7202,,,,
3122,제천-의림지-지상-94,지상식,충청북도,제천시,43150,충청북도 제천시 장락로 69 (장락동),충청북도 제천시 장락동 662-1,37.14873111,128.2230671,,의림지119안전센터,Y,Y,1991,1.5,2.5,200,제천소방서,043-641-7202,,,,
3123,제천-의림지-지상-95,지상식,충청북도,제천시,43150,충청북도 제천시 용두천로 28나길 8 (장락동),충청북도 제천시 장락동 973,37.14894111,128.2218011,,의림지119안전센터,Y,Y,1992,1.0,2.5,100,제천소방서,043-641-7202,,,,
3124,제천-의림지-지상-96,지상식,충청북도,제천시,43150,충청북도 제천시 용두천로 253,충청북도 제천시 청전동 산29,37.14842411,128.2197091,,의림지119안전센터,Y,Y,1996,1.5,2.5,100,제천소방서,043-641-7202,,,,
3125,제천-의림지-지상-97,지상식,충청북도,제천시,43150,충청북도 제천시 용두천로 214 (청전동),충청북도 제천시 청전동 84-3,37.14592711,128.2170061,,의림지119안전센터,Y,Y,1995,1.0,2.5,200,제천소방서,043-641-7202,,,,
3126,제천-의림지-지상-98,지상식,충청북도,제천시,43150,충청북도 제천시 용두천로 213 (청전동),충청북도 제천시 청전동 84-4,37.14598911,128.2167211,,의림지119안전센터,N,Y,1995,1.0,2.5,200,제천소방서,043-641-7202,,,,
3127,제천-의림지-지상-99,지상식,충청북도,제천시,43150,충청북도 제천시 용두천로 192-1 (청전동),충청북도 제천시 청전동 153-1,37.14408311,128.2162341,,의림지119안전센터,Y,Y,1997,1.2,2.9,100,제천소방서,043-641-7202,,,,
3128,제천-의림지-지상-100,지상식,충청북도,제천시,43150,충청북도 제천시 용두천로 179 (청전동),충청북도 제천시 청전동 160-1,37.14361811,128.2155971,,의림지119안전센터,Y,Y,1995,1.0,2.3,100,제천소방서,043-641-7202,,,,
3129,제천-의림지-지상-101,지상식,충청북도,제천시,43150,충청북도 제천시 용두천로 186 (청전동),충청북도 제천시 청전동 153-13,37.14363511,128.2159061,,의림지119안전센터,Y,Y,1995,1.0,3.5,200,제천소방서,043-641-7202,,,,
3130,제천-의림지-지상-102,지상식,충청북도,제천시,43150,충청북도 제천시 의림대로 122 (중앙로2가),충청북도 제천시 중앙로2가 150-1,37.13877811,128.2110471,,의림지119안전센터,Y,Y,1992,1.0,3.4,100,제천소방서,043-641-7202,,,,
3131,제천-의림지-지상-103,지상식,충청북도,제천시,43150,충청북도 제천시 독순로 83 (중앙로2가),충청북도 제천시 중앙로2가 124,37.13887111,128.2123891,,의림지119안전센터,Y,Y,1992,1.0,4,150,제천소방서,043-641-7202,,,,
3132,제천-의림지-지상-104,지상식,충청북도,제천시,43150,충청북도 제천시 용두천로 117 (중앙로1가),충청북도 제천시 중앙로1가 1,37.137981,128.213361,,의림지119안전센터,N,Y,1992,1.0,2.5,100,제천소방서,043-641-7202,,,,
3133,제천-의림지-지상-105,지상식,충청북도,제천시,43150,충청북도 제천시 풍양로 113 (중앙로1가),충청북도 제천시 중앙로1가 36-6,37.13702211,128.2121281,,의림지119안전센터,Y,Y,1983,1.0,2.5,150,제천소방서,043-641-7202,,,,
3134,제천-의림지-지상-106,지상식,충청북도,제천시,43150,충청북도 제천시 풍양로 103 (중앙로1가),충청북도 제천시 중앙로1가 78-3,37.13739611,128.2112621,,의림지119안전센터,Y,Y,1992,1.5,4,100,제천소방서,043-641-7202,,,,
3135,제천-의림지-저수조-107,저수조,충청북도,제천시,43150,충청북도 제천시 풍양로 101 (중앙로1가),충청북도 제천시 중앙로1가 92-1,37.13744611,128.2111091,,의림지119안전센터,Y,Y,1990,1.5,5,80,제천소방서,043-641-7202,,,,
3136,제천-의림지-지상-108,지상식,충청북도,제천시,43150,충청북도 제천시 용두대로11길 22-4 (하소동),충청북도 제천시 하소동 150-19,37.13711511,128.1976261,,의림지119안전센터,Y,Y,2010,1.0,2.4,150,제천소방서,043-641-7202,,,,
3137,제천-의림지-지상-109,지상식,충청북도,제천시,43150,충청북도 제천시송학주천로 149 (인바이오 정문 ),충청북도 제천시 송학면 도화리 333-1,37.17804621,128.2362011,,의림지119안전센터,Y,Y,2009,1.0,3,80,제천소방서,043-641-7202,,,,
3138,제천-의림지-지상-110,지상식,충청북도,제천시,43150,충청북도 제천시 용두대로9길 10 (하소동 희망연립),충청북도 제천시 하소동 170-1,37.13635311,128.1982961,,의림지119안전센터,Y,Y,2009,1.0,2.1,150,제천소방서,043-641-7202,,,,
3139,제천-의림지-지상-111,지상식,충청북도,제천시,43150,충청북도 제천시 의림대로 136 (중앙로2가),충청북도 제천시 중앙로2가 87-10,37.13993311,128.2116111,,의림지119안전센터,Y,Y,1984,1.0,3.8,200,제천소방서,043-641-7202,,,,
3140,제천-의림지-지상-112,지상식,충청북도,제천시,43150,충청북도 제천시 의림대로16길 18 (중앙로2가),충청북도 제천시 중앙로2가 113-3,37.13918211,128.2131591,,의림지119안전센터,Y,Y,1991,1.0,4,200,제천소방서,043-641-7202,,,,
3141,제천-의림지-지상-113,지상식,충청북도,제천시,43150,충청북도 제천시 의병대로 89 (중앙로1가),충청북도 제천시 중앙로1가 101,37.13619111,128.2107571,,의림지119안전센터,Y,Y,1984,1.0,3.5,100,제천소방서,043-641-7202,,,,
3142,제천-의림지-지상-114,지상식,충청북도,제천시,43150,충청북도 제천시 의병대로 62 (명동),충청북도 제천시 명동 137-1,37.13682111,128.2075361,,의림지119안전센터,Y,Y,1980,1.0,3,100,제천소방서,043-641-7202,,,,
3143,제천-의림지-지상-115,지상식,충청북도,제천시,43150,충청북도 제천시 의병대로12길 32 (명동),충청북도 제천시 명동 171-1,37.13580811,128.2055741,,의림지119안전센터,Y,Y,1993,1.0,3.3,150,제천소방서,043-641-7202,,,,
3144,제천-의림지-지상-116,지상식,충청북도,제천시,43150,충청북도 제천시 의림대로 85 (명동),충청북도 제천시 명동 337,37.135608595464,128.20915891849,,의림지119안전센터,Y,Y,1992,1.0,2.7,150,제천소방서,043-641-7202,,,,
3145,제천-의림지-지상-117,지상식,충청북도,제천시,43150,충청북도 제천시 의림대로 84 (중앙로1가),충청북도 제천시 중앙로1가 116-5,37.13545711,128.2093881,,의림지119안전센터,Y,Y,1992,1.0,3,100,제천소방서,043-641-7202,,,,
3146,제천-의림지-지상-118,지상식,충청북도,제천시,43150,충청북도 제천시 의림대로 71 (명동),충청북도 제천시 명동 209-5,37.13475511,128.2085511,,의림지119안전센터,Y,Y,1992,1.0,3.5,100,제천소방서,043-641-7202,,,,
3147,제천-의림지-지상-119,지상식,충청북도,제천시,43150,충청북도 제천시 숭의로 7 (명동),충청북도 제천시 명동 235-14,37.13287511,128.2068611,,의림지119안전센터,Y,Y,1989,1.2,3.1,200,제천소방서,043-641-7202,,,,
3148,제천-의림지-지상-120,지상식,충청북도,제천시,43150,충청북도 제천시 의병대로14길 24 (명동 진보하이스트),충청북도 제천시 명동 174-2,37.13487411,128.2068711,,의림지119안전센터,Y,Y,1992,1.0,3.2,200,제천소방서,043-641-7202,,,,
3149,제천-의림지-지상-121,지상식,충청북도,제천시,43150,충청북도 제천시 숭문로 6 (명동),충청북도 제천시 명동 188,37.13432811,128.2045091,,의림지119안전센터,Y,Y,1992,1.1,3.4,100,제천소방서,043-641-7202,,,,
3150,제천-의림지-지상-122,지상식,충청북도,제천시,43150,충청북도 제천시 내제로 47 (서부동),충청북도 제천시 서부동 1095,37.13408611,128.2037111,,의림지119안전센터,Y,Y,1995,1.0,3.5,200,제천소방서,043-641-7202,,,,
3151,제천-의림지-지상-123,지상식,충청북도,제천시,43150,충청북도 제천시 용두대로26길 1 (신월동),충청북도 제천시 신월동 213-7,37.15230811,128.1879891,,의림지119안전센터,Y,Y,2010,1.0,2.5,100,제천소방서,043-641-7202,,,,
3152,제천-의림지-지상-124,지상식,충청북도,제천시,43150,충청북도 제천시 청전대로 100 (청전동),충청북도 제천시 청전동 205-1,37.14883581,128.2095399,,의림지119안전센터,Y,Y,1995,1.2,2.1,150,제천소방서,043-641-7202,,,,
3153,제천-의림지-지상-125,지상식,충청북도,제천시,43150,충청북도 제천시 동명로 11 (서부동),충청북도 제천시 서부동 1155,37.13277571,128.2017542,,의림지119안전센터,Y,Y,1995,1.0,2.7,100,제천소방서,043-641-7202,,,,
3154,제천-의림지-지상-126,지상식,충청북도,제천시,43150,충청북도 제천시 내토로 381 (서부동),충청북도 제천시 서부동 1249,37.13193151,128.2001577,,의림지119안전센터,Y,Y,1988,1.0,2.6,150,제천소방서,043-641-7202,,,,
3155,제천-의림지-지상-127,지상식,충청북도,제천시,43150,충청북도 제천시 용두대로1길 10-5 (하소동),충청북도 제천시 하소동 208-21,37.13235141,128.1978664,,의림지119안전센터,Y,Y,1989,1.0,2.5,150,제천소방서,043-641-7202,,,,
3156,제천-의림지-지상-128,지상식,충청북도,제천시,43150,충청북도 제천시 칠성로 117 (교동),충청북도 제천시 교동 86,37.14176721,128.2179904,,의림지119안전센터,Y,Y,1996,1.0,2.5,200,제천소방서,043-641-7202,,,,
3157,제천-의림지-지상-129,지상식,충청북도,제천시,43150,충청북도 제천시 명륜로25길 3 (교동),충청북도 제천시 교동 63-1,37.14020091,128.2191118,,의림지119안전센터,Y,Y,1998,1.0,2.6,100,제천소방서,043-641-7202,,,,
3158,제천-의림지-지상-130,지상식,충청북도,제천시,43150,충청북도 제천시 명륜로 145,충청북도 제천시 교동 95-4,37.14032591,128.2166763,,의림지119안전센터,N,Y,1992,1.0,3.5,100,제천소방서,043-641-7202,,,,
3159,제천-의림지-지상-131,지상식,충청북도,제천시,43150,충청북도 제천시 용두대로 26길 9,충청북도 제천시 신월동 213-11,37.15192711,128.1887626,,의림지119안전센터,Y,Y,2010,1.0,2.5,100,제천소방서,043-641-7202,,,,
3160,제천-의림지-지상-132,지상식,충청북도,제천시,43150,충청북도 제천시 용두천로 148,충청북도 제천시 교동 97-27,37.14032381,128.2145329,,의림지119안전센터,Y,Y,1995,1.5,3.4,150,제천소방서,043-641-7202,,,,
3161,제천-의림지-지상-133,지상식,충청북도,제천시,43150,충청북도 제천시 아세아길 13-1 (장락동),충청북도 제천시 장락동 702-37,37.14232191,128.2217349,,의림지119안전센터,Y,Y,1995,1.0,2.5,150,제천소방서,043-641-7202,,,,
3162,제천-의림지-지상-134,지상식,충청북도,제천시,43150,충청북도 제천시 독순로 124,충청북도 제천시 교동 144-12,37.13756391,128.2169131,,의림지119안전센터,Y,Y,1991,1.0,2.5,100,제천소방서,043-641-7202,,,,
3163,제천-의림지-지상-135,지상식,충청북도,제천시,43150,충청북도 제천시 내토로 930,충청북도 제천시 고암동 507-10,37.15835411,128.2310971,,의림지119안전센터,N,Y,2001,1.5,3,150,제천소방서,043-641-7202,,,,
3164,제천-의림지-지상-136,지상식,충청북도,제천시,43150,충청북도 제천시 내토로73길 7 (고암동),충청북도 제천시 고암동 145-14,37.17063411,128.2418711,,의림지119안전센터,Y,Y,2001,1.0,2.4,200,제천소방서,043-641-7202,,,,
3165,제천-의림지-지상-137,지상식,충청북도,제천시,43150,충청북도 제천시 내토로73길 33 (고암동),충청북도 제천시 고암동 145-11,37.17379611,128.2418561,,의림지119안전센터,Y,Y,1995,1.1,2.7,200,제천소방서,043-641-7202,,,,
3166,제천-의림지-지상-138,지상식,충청북도,제천시,43150,충청북도 제천시 내토로73길 47 (고암동),충청북도 제천시 고암동 145-23,37.17390911,128.2418911,,의림지119안전센터,Y,Y,1995,1.0,2.6,200,제천소방서,043-641-7202,,,,
3167,제천-의림지-지상-139,지상식,충청북도,제천시,43150,충청북도 제천시 내토로73길 64 (고암동),충청북도 제천시 고암동 145-4,37.17558111,128.2418391,,의림지119안전센터,Y,Y,1995,1.2,2.8,200,제천소방서,043-641-7202,,,,
3168,제천-의림지-지상-140,지상식,충청북도,제천시,43150,충청북도 제천시 내토로 757 (장락동),충청북도 제천시 장락동 683-10,37.14515493,128.2106279,,의림지119안전센터,Y,Y,2003,1.5,3,100,제천소방서,043-641-7202,,,,
3169,제천-의림지-지상-141,지상식,충청북도,제천시,43150,충청북도 제천시 내토로 877 (장락동),충청북도 제천시 장락동 423-5,37.15391111,128.2284111,,의림지119안전센터,N,Y,1999,1.5,3.5,100,제천소방서,043-641-7202,,,,
3170,제천-의림지-지상-142,지상식,충청북도,제천시,43150,충청북도 제천시 청전대로 208 (장락동),충청북도 제천시 장락동 847,37.15175371,128.2204529,,의림지119안전센터,Y,Y,2004,1.0,2.5,200,제천소방서,043-641-7202,,,,
3171,제천-의림지-지상-143,지상식,충청북도,제천시,43150,충청북도 제천시 내토로 787 (장락동),충청북도 제천시 장락동 321-8,37.14514159,128.2107233,,의림지119안전센터,Y,Y,2004,1.2,2.5,200,제천소방서,043-641-7202,,,,
3172,제천-의림지-지상-144,지상식,충청북도,제천시,43150,충청북도 제천시 의림대로 308 (청전동),충청북도 제천시 청전동 16-2,37.15473711,128.2135721,,의림지119안전센터,N,Y,2004,1.0,2.5,200,제천소방서,043-641-7202,,,,
3173,제천-의림지-지상-145,지상식,충청북도,제천시,43150,충청북도 제천시 내토로59길 7 (장락동 제천장락4주공아파트),충청북도 제천시 장락동 1043,37.15266511,128.2263771,,의림지119안전센터,N,Y,2003,1.0,3.5,200,제천소방서,043-641-7202,,,,
3174,제천-의림지-지상-146,지상식,충청북도,제천시,43150,충청북도 제천시 청전대로 213 (장락동),충청북도 제천시 장락동 637-3,37.15185311,128.2210821,,의림지119안전센터,N,Y,2005,1.0,2.5,200,제천소방서,043-641-7202,,,,
3175,제천-의림지-지상-147,지상식,충청북도,제천시,43150,충청북도 제천시 용두천로 343 (청전동),충청북도 제천시 청전동 599-13,37.15561941,128.2173908,,의림지119안전센터,Y,Y,2005,1.2,3.2,150,제천소방서,043-641-7202,,,,
3176,제천-의림지-지상-148,지상식,충청북도,제천시,43150,충청북도 제천시 명륜로25길 15 (교동),충청북도 제천시 교동 38,37.14092911,128.2200281,,의림지119안전센터,Y,Y,2006,1.0,3.2,400,제천소방서,043-641-7202,,,,
3177,제천-의림지-지상-149,지상식,충청북도,제천시,43150,충청북도 제천시 칠성로 125 (교동),충청북도 제천시 교동 85,37.14151,128.218239,,의림지119안전센터,N,Y,2006,1.5,2.8,100,제천소방서,043-641-7202,,,,
3178,제천-의림지-지상-150,지상식,충청북도,제천시,43150,충청북도 제천시 아세아2길 22 (장락동),충청북도 제천시 장락동 688-11,37.14400111,128.2222771,,의림지119안전센터,Y,Y,2006,1.0,2.5,150,제천소방서,043-641-7202,,,,
3179,제천-의림지-지상-151,지상식,충청북도,제천시,43150,충청북도 제천시 내제로 100 (서부동),충청북도 제천시 서부동 353,37.13861111,128.2024621,,의림지119안전센터,Y,Y,2000,1.0,3.1,200,제천소방서,043-641-7202,,,,
3180,제천-의림지-지상-152,지상식,충청북도,제천시,43150,충청북도 제천시 고암로 38 (청전동),충청북도 제천시 청전동 596-10,37.15518931,128.2157188,,의림지119안전센터,Y,Y,2006,1.2,2.5,100,제천소방서,043-641-7202,,,,
3181,제천-의림지-지상-153,지상식,충청북도,제천시,43150,충청북도 제천시 청전대로 254 (장락동),충청북도 제천시 장락동 399-7,37.15128181,128.2257992,,의림지119안전센터,Y,Y,2016,1.2,2.5,150,제천소방서,043-641-7202,,,,
3182,제천-의림지-지상-154,지상식,충청북도,제천시,43150,충청북도 제천시 의림대로20길 21 (중앙로2가),충청북도 제천시 중앙로2가 72-7,37.141512,128.214858,,의림지119안전센터,Y,Y,2008,1.5,2.7,100,제천소방서,043-641-7202,,,,
3183,제천-의림지-지상-155,지상식,충청북도,제천시,43150,충청북도 제천시 용두대로 1길 10-1 (하소동),충청북도 제천시 하소동 209-14,37.13200811,128.1974795,,의림지119안전센터,Y,Y,2008,1.5,2.5,150,제천소방서,043-641-7202,,,,
3184,제천-의림지-지상-156,지상식,충청북도,제천시,43150,충청북도 제천시 용두대로9길 15 (하소동),충청북도 제천시 하소동 168-2,37.13595811,128.1979556,,의림지119안전센터,N,Y,2006,1.0,2.7,150,제천소방서,043-641-7202,,,,
3185,제천-의림지-지상-157,지상식,충청북도,제천시,43150,충청북도 제천시 내토로 868 (장락동),충청북도 제천시 장락동 415-1,37.15311611,128.2281411,,의림지119안전센터,N,Y,2012,1.5,2.5,150,제천소방서,043-641-7202,,,,
3186,제천-의림지-지상-158,지상식,충청북도,제천시,43150,충청북도 제천시 장락로 1길 19 (장락동),충청북도 제천시 장락동 525-13,37.15865751,128.2254746,,의림지119안전센터,Y,Y,2009,1.0,2.5,150,제천소방서,043-641-7202,,,,
3187,제천-의림지-지상-159,지상식,충청북도,제천시,43150,충청북도 제천시 세명로2길 37-1 (모산동),충청북도 제천시 모산동 65-1,37.18384311,128.2046961,,의림지119안전센터,Y,Y,2005,1.0,2.5,150,제천소방서,043-641-7202,,,,
3188,제천-의림지-지상-160,지상식,충청북도,제천시,43150,충청북도 제천시 의림지로 144 (모산동),충청북도 제천시 모산동 64-3,37.18374911,128.2057221,,의림지119안전센터,Y,Y,2010,1.0,3.1,150,제천소방서,043-641-7202,,,,
3189,제천-의림지-지상-161,지상식,충청북도,제천시,43150,충청북도 제천시 의림대로47길 6 (모산동),충청북도 제천시 모산동 174,37.17677111,128.2101761,,의림지119안전센터,Y,Y,2010,1.0,3,150,제천소방서,043-641-7202,,,,
3190,제천-의림지-지상-162,지상식,충청북도,제천시,43150,충청북도 제천시 세명로 41 (모산동),충청북도 제천시 모산동 108,37.18052531,128.2036605,,의림지119안전센터,Y,Y,2010,1.0,2.8,150,제천소방서,043-641-7202,,,,
3191,제천-의림지-지상-163,지상식,충청북도,제천시,43150,충청북도 제천시 의림대로431,충청북도 제천시 모산동 380-5,37.16582111,128.2115231,,의림지119안전센터,Y,Y,2010,1.0,2.9,150,제천소방서,043-641-7202,,,,
3192,제천-의림지-지상-164,지상식,충청북도,제천시,43150,충청북도 제천시 의림대로 590 (모산동),충청북도 제천시 모산동 35-2,37.17889211,128.2095751,,의림지119안전센터,Y,Y,2012,1.0,2.9,150,제천소방서,043-641-7202,,,,
3193,제천-의림지-지상-165,지상식,충청북도,제천시,43150,충청북도 제천시 강천길 16-1 (천남동),충청북도 제천시 천남동 70-26,37.123977,128.192203,,의림지119안전센터,N,Y,2011,1.0,3.1,150,제천소방서,043-641-7202,,,,
3194,제천-의림지-지상-166,지상식,충청북도,제천시,43150,충청북도 제천시 의림대로 627 (모산동),충청북도 제천시 모산동 58-1,37.18130411,128.2076331,,의림지119안전센터,N,Y,2013,1.0,3,150,제천소방서,043-641-7202,,,,
3195,제천-의림지-지상-167,지상식,충청북도,제천시,43150,충청북도 제천시 아세아3길 13 (장락동),충청북도 제천시 장락동 702-47,37.14291011,128.2217162,,의림지119안전센터,N,Y,2013,1.2,2.5,100,제천소방서,043-641-7202,,,,
3196,제천-의림지-지상-168,지상식,충청북도,제천시,43150,충청북도 제천시 의림대로 564 (모산동),충청북도 제천시 모산동 192-8,37.17675411,128.2105761,,의림지119안전센터,Y,Y,2015,1.0,2.8,150,제천소방서,043-641-7202,,,,
3197,제천-의림지-지상-169,지상식,충청북도,제천시,43150,충청북도 제천시 죽하로 65 (장락동),충청북도 제천시 장락동 541-18,37.15727121,128.2248916,,의림지119안전센터,Y,Y,2015,1.0,5,150,제천소방서,043-641-7202,,,,
3198,제천-의림지-지상-170,지상식,충청북도,제천시,43150,충청북도 제천시 성봉로 1 (청전동),충청북도 제천시 청전동 436-1,37.14757581,128.2066191,,의림지119안전센터,Y,Y,2015,1.0,2.7,100,제천소방서,043-641-7202,,,,
3199,제천-의림지-지상-171,지상식,충청북도,제천시,43150,충청북도 제천시 죽하로11길 8 (장락동),충청북도 제천시 장락동 436-7,37.15590281,128.2236031,,의림지119안전센터,Y,Y,2015,1.0,5,150,제천소방서,043-641-7202,,,,
3200,제천-의림지-지상-172,지상식,충청북도,제천시,43150,충청북도 제천시 용두대로7길 13 (하소동),충청북도 제천시 하소동 194-1,37.13479761,128.1979875,,의림지119안전센터,Y,Y,2015,1.0,3.9,150,제천소방서,043-641-7202,,,,
3201,제천-의림지-지상-173,지상식,충청북도,제천시,43150,충청북도 제천시 용두대로15길 23 (하소동),충청북도 제천시 하소동 87,37.139762,128.198839,,의림지119안전센터,Y,Y,2015,1.0,3,150,제천소방서,043-641-7202,,,,
3202,제천-의림지-지상-174,지상식,충청북도,제천시,43150,충청북도 제천시 장락로 137 (장락동),충청북도 제천시 장락동 431-35,37.15416651,128.2258904,,의림지119안전센터,Y,Y,2015,1.2,5,150,제천소방서,043-641-7202,,,,
3203,제천-의림지-지상-175,지상식,충청북도,제천시,43150,충청북도 제천시 독순로23길 19 (교동 두진아파트),충청북도 제천시 교동 1-1,37.13822311,128.2202811,,의림지119안전센터,Y,Y,2015,1.0,3,100,제천소방서,043-641-7202,,,,
3204,제천-의림지-지상-176,지상식,충청북도,제천시,43150,충청북도 제천시 장락로 125 (장락동),충청북도 제천시 장락동 431-12,37.15308511,128.2253298,,의림지119안전센터,Y,Y,2015,1.2,5,150,제천소방서,043-641-7202,,,,
